strength,rep,method,true_mu,mu_hat,ci_low,ci_high,converged
none,47,adaptshrink,0.045,0.051646560106120384,0.03652095909095285,0.06677216112128792,True
none,48,two_stage_reml,0.045,0.06073164604538286,0.046777245586143726,0.07468604650462199,True
none,48,two_stage_fixed,0.045,0.06093562337830022,0.05051345037549599,0.07135779638110445,True
none,48,one_stage,0.045,0.06093562337830022,0.05051345037549599,0.07135779638110445,True
none,48,trend_pet,0.045,0.0932998011283798,-0.05532482630731961,0.2419244285640792,True
none,48,trend_peese,0.045,0.07845631178293222,0.006529127156793699,0.15038349640907073,True
none,48,adaptshrink,0.045,0.06089116713353312,0.046580800478971104,0.07520153378809513,True
none,49,two_stage_reml,0.045,0.052396298955824164,0.03988974980435642,0.06490284810729191,True
none,49,two_stage_fixed,0.045,0.05312841389188723,0.0429222525939719,0.06333457518980257,True
none,49,one_stage,0.045,0.05312841389188723,0.0429222525939719,0.06333457518980257,True
none,49,trend_pet,0.045,0.1620608484777685,0.054232635908523105,0.2698890610470139,True
none,49,trend_peese,0.045,0.10669189473155276,0.05378922706277245,0.15959456240033307,True
none,49,adaptshrink,0.045,0.052947316830653665,0.039157756085903384,0.06673687757540395,True
none,50,two_stage_reml,0.045,0.05579377552688507,0.040851866553406224,0.07073568450036391,True
none,50,two_stage_fixed,0.045,0.05691935461154579,0.0465890178230485,0.06724969140004308,True
none,50,one_stage,0.045,0.05691935461154579,0.0465890178230485,0.06724969140004308,True
none,50,trend_pet,0.045,0.19165748091149037,0.03580018370000379,0.34751477812297693,True
none,50,trend_peese,0.045,0.12078516504283719,0.04326468382285216,0.1983056462628222,True
none,50,adaptshrink,0.045,0.05670598831980274,0.042174637566765774,0.0712373390728397,True
none,51,two_stage_reml,0.045,0.04356438872170579,0.029192379565765914,0.057936397877645665,True
none,51,two_stage_fixed,0.045,0.04501728127962484,0.034780452031406534,0.05525411052784315,True
none,51,one_stage,0.045,0.04501728127962484,0.034780452031406534,0.05525411052784315,True
none,51,trend_pet,0.045,0.240274672865156,0.11382424516902995,0.36672510056128205,True
none,51,trend_peese,0.045,0.13899552240026433,0.07725792422859708,0.2007331205719316,True
none,51,adaptshrink,0.045,0.044732223906612543,0.030322979117137938,0.05914146869608715,True
none,52,two_stage_reml,0.045,0.05292310269906656,0.038352705143603165,0.06749350025452995,True
